Threat-Vulnerability Relationship Matrix,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.10,Encryption of passwords stored on the host,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.11,Access blocked after n failed login attempts,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.12,Time-limited access,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.13,Viewing Last Login Messages,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.14,Disabling system messages,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.15,Periodic password change request,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.16,Request for a different password from the previous one each time it is changed,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.17,Creation of pronounceable passwords by the system,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.18,Password expiration control,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.19,Minimum password length assignment,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.20,Consecutive request for multiple passwords after entering userid,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.21,Check new user-generated passwords,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.23,Identification of a user with a unique personal code,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.24,Inactive terminals lock the screen or log off after a predetermined period of time,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.25,Proxy account routing,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.26,User account routing,X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s1.27,"The system does not warn the user that the userid is incorrect and still allows the password to be entered. After the password has been entered, it generically communicates that access has not been permitted",X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s9,"Implementation of ""discretionary access control""",X
M6,Computer virus attack,V9,Non-existent logical access procedures,4,s10,"Implementation of ""mandatory access control""",X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1,Identification and authentication,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.1,Password is not displayed on screen as you type,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.2,The password is case sensitive.,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.3,Password requires special characters,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.4,Password must contain at least one numeric character,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.5,Password must contain at least one alphabetic character,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.6,The password must not contain more than three consecutive numbers or letters,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.7,The password must not contain more than two consecutive identical numbers or letters,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.8,New passwords must always be entered twice to verify correct typing.,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.9,Encryption of passwords in transit on the network,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.10,Encryption of passwords stored on the host,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.11,Access blocked after n failed login attempts,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.12,Time-limited access,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.13,Viewing Last Login Messages,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.14,Disabling system messages,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.15,Periodic password change request,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.16,Request for a different password from the previous one each time it is changed,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.17,Creation of pronounceable passwords by the system,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.18,Password expiration control,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.19,Minimum password length assignment,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.20,Consecutive request for multiple passwords after entering userid,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.21,Check new user-generated passwords,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.23,Identification of a user with a unique personal code,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.24,Inactive terminals lock the screen or log off after a predetermined period of time,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.25,Proxy account routing,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.26,User account routing,X
M6,Computer virus attack,V8,Inadequate logical access control,4,s1.27,"The system does not warn the user that the userid is incorrect and still allows the password to be entered. After the password has been entered, it generically communicates that access has not been permitted",X
M6,Computer virus attack,V8,Inadequate logical access control,4,s9,"Implementation of ""discretionary access control""",X
M6,Computer virus attack,V8,Inadequate logical access control,4,s10,"Implementation of ""mandatory access control""",X
M6,Computer virus attack,V14,Inadequate supervision,1,s11,Trusted path,X
M6,Computer virus attack,V14,Inadequate supervision,1,s12,Trusted recovery capability,X
M6,Computer virus attack,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode,X
M6,Computer virus attack,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure,X
M6,Computer virus attack,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups,X
M6,Computer virus attack,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords",X
M6,Computer virus attack,V16,Untrained staff,3,pe4,Staff training,X
M6,Computer virus attack,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff,X
M6,Computer virus attack,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out,X
M6,Computer virus attack,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired,X
M6,Computer virus attack,V16,Untrained staff,3,pe4.4,Periodic knowledge checks,X
M6,Computer virus attack,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3,Instructions on safety and personnel management,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.1,Motivate staff to follow the company's safety policy,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.4,Avoid situations of discontent on the part of employees,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.5,Regularly review staff safety training,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.6,Keep staff informed of safety news,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe3.7,Maintain a climate of serenity within the company,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pr21,Hardware and software inventory,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26,Configuration Management,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.1,Assigning a unique identifier to each entry,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.2,Developing a Configuration Management Plan,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.3,Recording all changes to a system's configuration,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.4,Implementing a configuration control plan,X
M6,Computer virus attack,V23,Unauthorized software applications,2,pr26.5,Life cycle assurance,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9,Software development/update control,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.1,Setting the gold standard for software development,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes",X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.3,Definition of system security features,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.5,Assignment of authorized personnel to develop safety procedures,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.6,Perform file access controls for analysts and programmers,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects",X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.8,Functional tests on the correct functioning of safety procedures,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.9,Functional testing of security procedure vulnerabilities,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.11,System Penetration Test,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration",X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr9.13,Formal demonstrations of how the software works,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification,X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,s9,"Implementation of ""discretionary access control""",X
M7,Logic bombs,V3,Uncontrolled changes to the application software,2,s10,"Implementation of ""mandatory access control""",X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr21,Hardware and software inventory,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26,Configuration Management,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.1,Assigning a unique identifier to each entry,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.2,Developing a Configuration Management Plan,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.3,Recording all changes to a system's configuration,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.4,Implementing a configuration control plan,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,pr26.5,Life cycle assurance,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s7,Software for controlling system hardware/software configurations,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s7.1,Central Processing Unit Configuration Control,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s7.2,Check communication ports connected to the network,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s11,Trusted path,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s13,RAM resident application control program,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s14,Antivirus applications,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s14.1,Control of major operating system calls or specific malicious actions via TSR procedures,X
M7,Logic bombs,V4,Failure to periodically check the procedures installed on the system,3,s14.2,"Programs for scanning files, identifying the virus strain, identifying the type of infection, deleting infected files",X
M7,Logic bombs,V7,Untested software applications,2,pr9,Software development/update control,X
M7,Logic bombs,V7,Untested software applications,2,pr9.1,Setting the gold standard for software development,X
M7,Logic bombs,V7,Untested software applications,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes",X
M7,Logic bombs,V7,Untested software applications,2,pr9.3,Definition of system security features,X
M7,Logic bombs,V7,Untested software applications,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented,X
M7,Logic bombs,V7,Untested software applications,2,pr9.5,Assignment of authorized personnel to develop safety procedures,X
M7,Logic bombs,V7,Untested software applications,2,pr9.6,Perform file access controls for analysts and programmers,X
M7,Logic bombs,V7,Untested software applications,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects",X
M7,Logic bombs,V7,Untested software applications,2,pr9.8,Functional tests on the correct functioning of safety procedures,X
M7,Logic bombs,V7,Untested software applications,2,pr9.9,Functional testing of security procedure vulnerabilities,X
M7,Logic bombs,V7,Untested software applications,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken,X
M7,Logic bombs,V7,Untested software applications,2,pr9.11,System Penetration Test,X
M7,Logic bombs,V7,Untested software applications,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration",X
M7,Logic bombs,V7,Untested software applications,2,pr9.13,Formal demonstrations of how the software works,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1,Identification and authentication,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.1,Password is not displayed on screen as you type,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.2,The password is case sensitive.,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.3,Password requires special characters,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.4,Password must contain at least one numeric character,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.5,Password must contain at least one alphabetic character,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.6,The password must not contain more than three consecutive numbers or letters,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.7,The password must not contain more than two consecutive identical numbers or letters,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.8,New passwords must always be entered twice to verify correct typing.,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.9,Encryption of passwords in transit on the network,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.10,Encryption of passwords stored on the host,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.11,Access blocked after n failed login attempts,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.12,Time-limited access,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.13,Viewing Last Login Messages,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.14,Disabling system messages,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.15,Periodic password change request,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.16,Request for a different password from the previous one each time it is changed,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.17,Creation of pronounceable passwords by the system,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.18,Password expiration control,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.19,Minimum password length assignment,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.20,Consecutive request for multiple passwords after entering userid,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.21,Check new user-generated passwords,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.23,Identification of a user with a unique personal code,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.24,Inactive terminals lock the screen or log off after a predetermined period of time,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.25,Proxy account routing,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.26,User account routing,X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s1.27,"The system does not warn the user that the userid is incorrect and still allows the password to be entered. After the password has been entered, it generically communicates that access has not been permitted",X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s9,"Implementation of ""discretionary access control""",X
M7,Logic bombs,V9,Non-existent logical access procedures,4,s10,"Implementation of ""mandatory access control""",X
M7,Logic bombs,V8,Inadequate logical access control,4,s1,Identification and authentication,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.1,Password is not displayed on screen as you type,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.2,The password is case sensitive.,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.3,Password requires special characters,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.4,Password must contain at least one numeric character,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.5,Password must contain at least one alphabetic character,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.6,The password must not contain more than three consecutive numbers or letters,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.7,The password must not contain more than two consecutive identical numbers or letters,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.8,New passwords must always be entered twice to verify correct typing.,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.9,Encryption of passwords in transit on the network,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.10,Encryption of passwords stored on the host,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.11,Access blocked after n failed login attempts,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.12,Time-limited access,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.13,Viewing Last Login Messages,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.14,Disabling system messages,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.15,Periodic password change request,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.16,Request for a different password from the previous one each time it is changed,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.17,Creation of pronounceable passwords by the system,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.18,Password expiration control,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.19,Minimum password length assignment,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.20,Consecutive request for multiple passwords after entering userid,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.21,Check new user-generated passwords,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.23,Identification of a user with a unique personal code,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.24,Inactive terminals lock the screen or log off after a predetermined period of time,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.25,Proxy account routing,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.26,User account routing,X
M7,Logic bombs,V8,Inadequate logical access control,4,s1.27,"The system does not warn the user that the userid is incorrect and still allows the password to be entered. After the password has been entered, it generically communicates that access has not been permitted",X
M7,Logic bombs,V8,Inadequate logical access control,4,s9,"Implementation of ""discretionary access control""",X
M7,Logic bombs,V8,Inadequate logical access control,4,s10,"Implementation of ""mandatory access control""",X
M7,Logic bombs,V14,Inadequate supervision,1,s11,Trusted path,X
M7,Logic bombs,V14,Inadequate supervision,1,s12,Trusted recovery capability,X
M7,Logic bombs,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode,X
M7,Logic bombs,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure,X
M7,Logic bombs,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups,X
M7,Logic bombs,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords",X
M7,Logic bombs,V16,Untrained staff,3,pe4,Staff training,X
M7,Logic bombs,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff,X
M7,Logic bombs,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out,X
M7,Logic bombs,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired,X
M7,Logic bombs,V16,Untrained staff,3,pe4.4,Periodic knowledge checks,X
M7,Logic bombs,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise,X
M7,Logic bombs,V23,Unauthorized software applications,2,pe3,Instructions on safety and personnel management,X
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.1,Motivate staff to follow the company's safety policy,X
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.4,Avoid situations of discontent on the part of employees,X
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.5,Regularly review staff safety training,X
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.6,Keep staff informed of safety news,X
M7,Logic bombs,V23,Unauthorized software applications,2,pe3.7,Maintain a climate of serenity within the company,X
M7,Logic bombs,V23,Unauthorized software applications,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues,X
M7,Logic bombs,V23,Unauthorized software applications,2,pr21,Hardware and software inventory,X
M7,Logic bombs,V23,Unauthorized software applications,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification,X
M7,Logic bombs,V23,Unauthorized software applications,2,pr26,Configuration Management,X
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.1,Assigning a unique identifier to each entry,X
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.2,Developing a Configuration Management Plan,X
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.3,Recording all changes to a system's configuration,X
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.4,Implementing a configuration control plan,X
M7,Logic bombs,V23,Unauthorized software applications,2,pr26.5,Life cycle assurance,X
M8,Lightning strike,V34,System not protected from lightning,2,h14,Lightning Protection,X
M8,Lightning strike,V34,System not protected from lightning,2,h14.1,Lightning rods,X
M8,Lightning strike,V34,System not protected from lightning,2,h14.2,Presence of the land line,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6,Emergency plan,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.1,Procedure manual to be provided to the personnel in charge,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.2,Placement of emergency procedure summary tables (including emergency and management telephone numbers),X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.3,Establish rules to verify that an emergency situation actually exists,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.4,Procedure for recovering damaged data,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.5,Presence of a checklist for emergency procedures,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.6,Procedures for repairing or replacing malfunctioning or defective hardware,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.7,Emergency data deletion/destruction procedures,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.8,Locking backups in fireproof safes,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.9,Obligation to contact the Security Officer,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.10,Obligation to contact any external support services,X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.11,"Computer shutdown plan, air conditioning systems, electrical systems",X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.12,"Periodic review of the emergency plan, with any updates or changes",X
M8,Lightning strike,V12,Untested emergency procedures,1,pr6.13,Test and simulate emergency procedures at least once every six months,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3,Instructions on safety and personnel management,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.1,Motivate staff to follow the company's safety policy,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.4,Avoid situations of discontent on the part of employees,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.5,Regularly review staff safety training,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.6,Keep staff informed of safety news,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe3.7,Maintain a climate of serenity within the company,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues,X
M9,Searching through the garbage,V24,Abandoned waste material,2,pr4,"Checking waste collection containers to see if they contain objects (documents, disks, tapes, etc.) that may contain data",X
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3,Instructions on safety and personnel management,X
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.1,Motivate staff to follow the company's safety policy,X
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.4,Avoid situations of discontent on the part of employees,X
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.5,Regularly review staff safety training,X
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.6,Keep staff informed of safety news,X
M9,Searching through the garbage,V15,Ignorance of safety procedures,2,pe3.7,Maintain a climate of serenity within the company,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9,Software development/update control,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.1,Setting the gold standard for software development,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes",X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.3,Definition of system security features,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.5,Assignment of authorized personnel to develop safety procedures,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.6,Perform file access controls for analysts and programmers,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects",X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.8,Functional tests on the correct functioning of safety procedures,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.9,Functional testing of security procedure vulnerabilities,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.11,System Penetration Test,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration",X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr9.13,Formal demonstrations of how the software works,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification,X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,s9,"Implementation of ""discretionary access control""",X
M10,Covert storage channel,V3,Uncontrolled changes to the application software,2,s10,"Implementation of ""mandatory access control""",X
M10,Covert storage channel,V7,Untested software applications,2,pr9,Software development/update control,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.1,Setting the gold standard for software development,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes",X
M10,Covert storage channel,V7,Untested software applications,2,pr9.3,Definition of system security features,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.5,Assignment of authorized personnel to develop safety procedures,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.6,Perform file access controls for analysts and programmers,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects",X
M10,Covert storage channel,V7,Untested software applications,2,pr9.8,Functional tests on the correct functioning of safety procedures,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.9,Functional testing of security procedure vulnerabilities,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.11,System Penetration Test,X
M10,Covert storage channel,V7,Untested software applications,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration",X
M10,Covert storage channel,V7,Untested software applications,2,pr9.13,Formal demonstrations of how the software works,X
M10,Covert storage channel,V23,Unauthorized software applications,2,pe3,Instructions on safety and personnel management,X
